yo,gen_hi
Heya,gen_hi
Namaste,gen_hi
Hey,gen_hi
Great to see you!,gen_hi
Ssup,gen_hi
Whatup,gen_hi
Yo,gen_hi
hello,gen_hi
Howdy,gen_hi
hey there,gen_hi
Hey There!,gen_hi
Hello!,gen_hi
Hey there,gen_hi
Hey buddy !,gen_hi
Hi need support ,gen_hi
Hii,gen_hi
Heyo,gen_hi
Hello!,gen_hi
Hello there!,gen_hi
Hello There! ,gen_hi
Yo,gen_hi
Hii,gen_hi
what's up,gen_how_you
What's up,gen_how_you
Wassup,gen_how_you
How are you doing,gen_how_you
How's life treating you?,gen_how_you
How is life?,gen_how_you
How ya doin,gen_how_you
Sup,gen_how_you
how you doing?,gen_how_you
How do you do,gen_how_you
sup ?,gen_how_you
How do you do?,gen_how_you
How have you been?,gen_how_you
How are you doing,gen_how_you
I am great ! Thank you ! ,gen_how_you
Wassup,gen_how_you
How are you?,gen_how_you
What's new?,gen_how_you
How you doin?,gen_how_you
Wassup,gen_how_you
Okayisk,gen_how_you
who are you?,gen_who_you
What're you?,gen_who_you
Who am I talking to?,gen_who_you
Who are you?,gen_who_you
May I know the Identity of this person?,gen_who_you
What do you do here,gen_who_you
Who you,gen_who_you
who are u ?,gen_who_you
whats your name ?,gen_who_you
thou shall reveal yourself,gen_who_you
May I get your name pls?,gen_who_you
What do they call you,gen_who_you
Have I met you anywhere ?,gen_who_you
How abt you ,gen_who_you
Me! It’s me !,gen_who_you
Who dis,gen_who_you
May I know who you are?,gen_who_you
How can you help me?,gen_who_you
What's your name?,gen_who_you
Do I know u,gen_who_you
Me! It’s me !,gen_who_you
u a bot?,gen_bot
Are you an AI?,gen_bot
"You are a bot, aren't you?",gen_bot
Are you a bot,gen_bot
Are you a man made,gen_bot
"Say, you wouldn’t happen to be a bot would you?",gen_bot
Are you a computer?,gen_bot
am i talking to a bot?,gen_bot
You sound like a bot.,gen_bot
Are you real ? ,gen_bot
are you not a human?,gen_bot
Are you a bot perhaps?,gen_bot
Are you a robot,gen_bot
"You sound like a bot , are you ? ",gen_bot
R u robot,gen_bot
Are you a bot,gen_bot
Are you a bot?,gen_bot
Are you a robot?,gen_bot
Are you a bot?,gen_bot
Stupid bot,gen_bot
u a human?,gen_human
Are you a homo sapien?,gen_human
"I don't think you're a human, are you?",gen_human
Are you human,gen_human
"""What shape is created by straightening all your fingers, curling all fingers except thumb toward your palm on both hands, and putting your hands together so all fingers on one hand touch the respective finger on the other the hand",gen_human
Are you a living being,gen_human
Are you a person,gen_human
Do you have feelings?,gen_human
are you a person?,gen_human
"you're not a human, are you?",gen_human
are you flesh?,gen_human
"If you don't mind me asking, are you human?",gen_human
Are you one of us,gen_human
I don’t think you are a human or are you ?,gen_human
Or u r human,gen_human
hooman.?,gen_human
Are you human?,gen_human
Are you a person or a bot?,gen_human
"Humans amuse me, are you one?",gen_human
You're not human,gen_human
More than,gen_human
who made you?,gen_who_made
Who're your parents?,gen_who_made
Who created you?,gen_who_made
Who is your creator,gen_who_made
May i know the identity of you're creator/creators?,gen_who_made
What kind of organism are you,gen_who_made
Who art thy creator,gen_who_made
Who’re you’re parents,gen_who_made
who made you?,gen_who_made
who created you?,gen_who_made
who owns you ?,gen_who_made
who is your owner?,gen_who_made
Who is your creator?,gen_who_made
Who is your creator,gen_who_made
Who is your creator ? ,gen_who_made
Who made you ,gen_who_made
What master do you serve,gen_who_made
Who created you?,gen_who_made
Who created you? ,gen_who_made
Who made you?,gen_who_made
Bot specs,gen_who_made
That handsome guy named Harsh,gen_who_made
plis help,gen_help
Can I get some help?,gen_help
I want some help. Can you help me?,gen_help
Can you help me,gen_help
"If its not too much to ask , can you assist me?",gen_help
I need help,gen_help
I’m having a problem ,gen_help
I need a favour ,gen_help
can u help me?,gen_help
can you be of any help to me?,gen_help
would you help me ?,gen_help
could you please help me out here?,gen_help
I got a problem. Some help would be nice.,gen_help
Can you do me a favor,gen_help
Are you able to help me ?,gen_help
Need your help,gen_help
Can you help me ?,gen_help
Can you help me?,gen_help
I need assistance,gen_help
Please help me?,gen_help
Save me,gen_help
I am made for that,gen_help
quick question?,gen_query
Hey I had a question,gen_query
I have a question,gen_query
I wanted to ask something,gen_query
"i have a doubt lingering in my head, do you mind clarifying it for me ?",gen_query
I have a doubt,gen_query
Got a question for you,gen_query
I didn’t understand this,gen_query
i have doubt,gen_query
i might have a query,gen_query
i have a question to ask,gen_query
Actually I have some questions.,gen_query
I have a question,gen_query
I have a question ! ,gen_query
I can’t understand ,gen_query
I have a question,gen_query
I have a query,gen_query
I have some doubts,gen_query
Can you solve my doubt?,gen_query
Could u answer my doubts,gen_query
Go ahead ,gen_query
what is ieee,ieee_what
Can you tell me about IEEE,ieee_what
What is IEEE?,ieee_what
What is ieee,ieee_what
May i know what IEEE stands for?,ieee_what
What is IEEE,ieee_what
What even is ieee,ieee_what
Who is IEEE,ieee_what
what is IEEE basically,ieee_what
what is IEEE,ieee_what
IEEE who ?,ieee_what
what is IEEE?,ieee_what
What exactly is IEEE,ieee_what
What is this website,ieee_what
I want to know something about IEEE,ieee_what
What is ieee,ieee_what
What is IEEE,ieee_what
Can you tell me what IEEE is ?,ieee_what
Explain about IEEE,ieee_what
What is IEEE and what is it about?,ieee_what
IEEE?,ieee_what
My parents ,ieee_what
what does ieee do,ieee_what_does
What do you guys do,ieee_what_does
Does IEEE do something?,ieee_what_does
What does ieee do,ieee_what_does
what is the objective of IEEE?,ieee_what_does
What do you do,ieee_what_does
What do they do,ieee_what_does
What do you do at IEEE,ieee_what_does
what does IEEE do,ieee_what_does
what do the people who created you do?,ieee_what_does
what do they do?,ieee_what_does
What does the chapter contribute to?,ieee_what_does
What does IEEE do,ieee_what_does
I want to know what IEEE does !,ieee_what_does
What it does,ieee_what_does
What are IEEE's functions,ieee_what_does
What does IEEE do?,ieee_what_does
Tell me how IEEE works ,ieee_what_does
What does IEEE do?,ieee_what_does
What's IEEE actually do,ieee_what_does
Makes me,ieee_what_does
are all ieee's in vit same?,ieee_other_linked
Are clubs like ieee Cs branches of you guys?,ieee_other_linked
Is IEEE and IEEE-WIE the same?,ieee_other_linked
Are other ieees in vit linked to you in any way,ieee_other_linked
is there any difference between the various IEEE or does all the IEEE belong under one main Organization?,ieee_other_linked
There are many IEEE in VIT are they the same?,ieee_other_linked
Do the other IEEEs in VIT have anything to do with you,ieee_other_linked
Is this the same IEEE which i see in other colleges,ieee_other_linked
are other ieee chapters are way linked to you,ieee_other_linked
are all IEEEs in VIT headed by you?,ieee_other_linked
is IEEE-WIE part of IEEE ?,ieee_other_linked
are IEEE-CS and IEEE same?,ieee_other_linked
"There are so many IEEEs in VIT, are all of these linked to each other?",ieee_other_linked
Is the other IEEEs of VIT connected to this,ieee_other_linked
Are all IEEEs from VIT are interlinked ?,ieee_other_linked
Ais this  linked to vit,ieee_other_linked
Are the other IEEEs with specialisations linked to IEEE,ieee_other_linked
Are other IEEE chapters in VIT linked to yours?,ieee_other_linked
Does IEEE have different branches? ,ieee_other_linked
What about the IEEE offshoots,ieee_other_linked
how are other college ieee linked to you,ieee_other_college
Do you guys have any connection to other ieees,ieee_other_college
Does IEEE VIT work with other IEEEs around the world?,ieee_other_college
How are ieee's in other colleges linked to you,ieee_other_college
is there connections with various IEEEs across the world?,ieee_other_college
Are different IEEEs linked,ieee_other_college
Do you have anything to do with IEEEs in other colleges ,ieee_other_college
How are you connected to the other IEEEs,ieee_other_college
how many other college ieee are linked to you guys,ieee_other_college
what is the relation between IEEEs of other colleges and VIT's?,ieee_other_college
IEEE-srm and IEEE-VIT same?,ieee_other_college
How does IEEE VIT vellore communicate with IEEE in other colleges?,ieee_other_college
Does IEEE of other colleges connected to you,ieee_other_college
Are IEEEs from other colleges are linked with your’s?,ieee_other_college
How they are linked,ieee_other_college
How are IEEE chapters across colleges connected ?,ieee_other_college
How are the IEEEs of other colleges linked to yours?,ieee_other_college
Do you have links with IEEEs outside VIT? ,ieee_other_college
How IEEE of other colleges are linked with the IEEE in VIT?,ieee_other_college
What about the other colleges versions,ieee_other_college
since when has ieee been there,ieee_how_long
How old is this chapter,ieee_how_long
When was IEEE established?,ieee_how_long
How long has ieee been around,ieee_how_long
when was IEEE created?,ieee_how_long
How old are you,ieee_how_long
How old is IEEE,ieee_how_long
When was IEEE found,ieee_how_long
how long has been ieee around,ieee_how_long
how old is IEEE?,ieee_how_long
Whens your birthday ?,ieee_how_long
how old is IEEE?,ieee_how_long
When was IEEE established?,ieee_how_long
When was IEEE created,ieee_how_long
When was this IEEE founded ?,ieee_how_long
How long it’s been around ,ieee_how_long
How long has IEEE existed ?,ieee_how_long
For how long has IEEE been around?,ieee_how_long
What's the age of this chapter?,ieee_how_long
How long has IEEE been around?,ieee_how_long
How old is ieee,ieee_how_long
what project do you do,ieee_projects
What all do you guys dl,ieee_projects
What does IEEE do?,ieee_projects
What kind of projects does ieee do,ieee_projects
What kind of projects do IEEE focus on?,ieee_projects
What do you do,ieee_projects
What kinda projects do yall do,ieee_projects
What do you make at IEEE,ieee_projects
what kind of projects do u guys doo,ieee_projects
what all do you people make other than chatbots?,ieee_projects
Do you do cool stuff ?,ieee_projects
what are some project?,ieee_projects
What are the projects that are done under IEEE?,ieee_projects
What kinda stuff does IEEE do,ieee_projects
What is it that IEEE does exactly?,ieee_projects
What kind of projects you do ,ieee_projects
What kind of work does IEEE do ?,ieee_projects
What kind of projects does IEEE do?,ieee_projects
Tell me about the projects IEEE does ,ieee_projects
What kind of projects does IEEE do?,ieee_projects
What kind of stuff has IEEE done,ieee_projects
what domains do you cover,ieee_domains
What kinds of work do you guys do,ieee_domains
What domains other than electronics does IEEE have?,ieee_domains
What domains does ieee cover,ieee_domains
what are the various sub divisions of IEEE,ieee_domains
What do you do,ieee_domains
Give me an idea of the domains you cover,ieee_domains
What tech do you do ,ieee_domains
what all domains do u guys do,ieee_domains
which all technologies do you people work on?,ieee_domains
what domains does IEEE cover?,ieee_domains
What all domains will I get to learn in IEEE?,ieee_domains
What are the domains you have,ieee_domains
Which are the domains you are active in ?,ieee_domains
What kind of domains you have,ieee_domains
What domains does IEEE cover,ieee_domains
What all domains does your chapter cover?,ieee_domains
Give me a list of domains ,ieee_domains
What domains r there,ieee_domains
github?,ieee_github
Can I have a look at your GitHub,ieee_github
Show me IEEE's GitHub ,ieee_github
What githup repos does ieee have,ieee_github
GitHub links,ieee_github
Can you tell me about repositories on GitHub ,ieee_github
Do you have a github repo where i can see the codebase,ieee_github
can i get link of the git repo of your projects,ieee_github
i'm guessing you guys have an impressive github repo.,ieee_github
can you link your github repo ?,ieee_github
are you guys on GitHub?,ieee_github
Show me your Github repos,ieee_github
Tell me about Github repos !,ieee_github
Where can i find the GitHub repos of IEEE,ieee_github
Can you tell me about your GitHub repos?,ieee_github
I wanna check out the IEEE GitHub repository,ieee_github
Do you have any GitHub links I can pursue,ieee_github
events?,ieee_past_events
What sorts of events do you guys organize,ieee_past_events
What all events does IEEE organise?,ieee_past_events
What events has ieee conducted,ieee_past_events
Are there many events that IEEE have conducted?,ieee_past_events
What have you done,ieee_past_events
What sorta events have yall done in the past ,ieee_past_events
Which are the events you conduct,ieee_past_events
past event conducted,ieee_past_events
which are the major events conducted by you guys?,ieee_past_events
Do you conduct events ?,ieee_past_events
What are the past events?,ieee_past_events
What all events have you hosted?,ieee_past_events
What are your flagship events,ieee_past_events
Which successful events have been conducted by you till now ?,ieee_past_events
Which events you conducted ,ieee_past_events
What events has IEEE conducted in the past,ieee_past_events
What are the events IEEE VIT has conducted in the past??,ieee_past_events
Tell me about the past events,ieee_past_events
Name some famous events of urs,ieee_past_events
upcoming events?,ieee_future_events
What all events can I expect in the future,ieee_future_events
What IEEE event is coming soon?,ieee_future_events
What events is ieee planning for future,ieee_future_events
is there any event that is upcoming ?,ieee_future_events
What would you do,ieee_future_events
Any idea about future events?,ieee_future_events
any events coming up?,ieee_future_events
what all events are coming soon?,ieee_future_events
upcoming event ?,ieee_future_events
what are the future events?,ieee_future_events
What are the upcoming events that you'll host?,ieee_future_events
Any future programs,ieee_future_events
What are your future projects ?,ieee_future_events
What kind of events do you conduct,ieee_future_events
What are upcoming IEEE events,ieee_future_events
What events will the chapter conduct in the future?,ieee_future_events
Are there any upcoming events?,ieee_future_events
Any events coming up,ieee_future_events
socials?,ieee_social_media
What're your socials,ieee_social_media
How can I find IEEE on social media?,ieee_social_media
What are ieees social media handles,ieee_social_media
is there any way to contact IEEE on social media?,ieee_social_media
Your media pages,ieee_social_media
Where can I hit you up on social media,ieee_social_media
can i get link of ur social media handles,ieee_social_media
where can i stalk you?,ieee_social_media
are you on any social media ?,ieee_social_media
what is your instagram handle?,ieee_social_media
Where can I contact you?,ieee_social_media
Show me some platforms to connect with your org,ieee_social_media
Which social medias do you use ? ,ieee_social_media
Are you on social media ,ieee_social_media
What's IEEE's insta,ieee_social_media
Can you tell me about your social media handles?,ieee_social_media
Where can I follow IEEE? ,ieee_social_media
Insta? Twitter?,ieee_social_media
how to join?,ieee_be_part_who
Can I be a part of ieee,ieee_be_part_who
Can I take part in IEEE?,ieee_be_part_who
How to become a part of ieee,ieee_be_part_who
is there a way i can be a part of IEEE?,ieee_be_part_who
Can I be a part,ieee_be_part_who
Who can join IEEE,ieee_be_part_who
who can be a part of ieee,ieee_be_part_who
who all can be a part of this chapter?,ieee_be_part_who
what if i wanna be a part ?,ieee_be_part_who
how to join IEEE,ieee_be_part_who
Is there any criteria for being a part of IEEE?,ieee_be_part_who
Can i be part of your club,ieee_be_part_who
What are the selection criterias for being part of IEEE ?,ieee_be_part_who
Can we be part of ieee,ieee_be_part_who
Who can join IEEE,ieee_be_part_who
Who all can be a part of IEEE?,ieee_be_part_who
Am I eligible to join IEEE?,ieee_be_part_who
Can I join,ieee_be_part_who
techloop?,ieee_techloop
What's that techloop thing I heard about,ieee_techloop
What is Techloop?,ieee_techloop
What is techloop all about,ieee_techloop
is there a way i can learn all the various domains in ieee without being a part of the organization?,ieee_techloop
What is Techloop,ieee_techloop
What is techloop,ieee_techloop
what are techloops,ieee_techloop
what are techloops,ieee_techloop
what is loop?,ieee_techloop
"I have heard IEEE conducts techloops, what is that exactly?",ieee_techloop
What is this techloop,ieee_techloop
Tell me about techloop !,ieee_techloop
What abt techloop,ieee_techloop
What is techloop,ieee_techloop
What exactly is techloop?,ieee_techloop
Explain techloop ,ieee_techloop
What is techloop about?,ieee_techloop
What's tech loop,ieee_techloop
where human?,ieee_further_contact
Where can I message you guys,ieee_further_contact
What are IEEE's contact details?,ieee_further_contact
How do we contact you in future,ieee_further_contact
can you give me you're contact details?,ieee_further_contact
How do we get in touch with you,ieee_further_contact
How can we contact you for more information,ieee_further_contact
can i get a your contact info,ieee_further_contact
how can i get more info,ieee_further_contact
I wannt more details,ieee_further_contact
how to talk to you?,ieee_further_contact
"If any situation arises, how will IEEE contact me?",ieee_further_contact
How can i connect with you ,ieee_further_contact
May I have your contact details ?,ieee_further_contact
How to contact you,ieee_further_contact
Further contact,ieee_further_contact
Who do I contact for further details?,ieee_further_contact
How do I get in touch with you?,ieee_further_contact
Any contact info,ieee_further_contact
collaborate?,ieee_collab
Can we collaborate with your chapter?,ieee_collab
Can we host an event together?,ieee_collab
How can we collaborate with ieee,ieee_collab
can i get in touch with IEEE for future collaborations?,ieee_collab
Can we collaborate,ieee_collab
Can we collaborate with you,ieee_collab
how do i collaborate with you guys,ieee_collab
we wanna collaborate with you people,ieee_collab
can we collaborate?,ieee_collab
Can we do a collaboration together?,ieee_collab
Can we do a collab with IEEE,ieee_collab
Can we club our events together ?,ieee_collab
Do u collaborate with other company ,ieee_collab
How do i reach out for collaboration with IEEE,ieee_collab
Can we collaborate with IEEE or do an event together?,ieee_collab
Any chance of collaboration?,ieee_collab
I want to collaborate,ieee_collab
can i sponsor y'all?,ieee_sponsor
We have a sponsorship offer for you if you want it.,ieee_sponsor
Can we provide IEEE some financial aid?,ieee_sponsor
Do you need sponsorship,ieee_sponsor
what our the ways in which i can Sponsor IEEE?,ieee_sponsor
Do you need funding,ieee_sponsor
Are you in need of sponsors ,ieee_sponsor
can i sponsor the event,ieee_sponsor
does IEEE by any chance need sponsorship?,ieee_sponsor
how to sponsor?,ieee_sponsor
"I have seen how you conduct your events, I wish you sponsor you for one of the events in the coming future.",ieee_sponsor
Are you in the need of any sponsors,ieee_sponsor
Can we have honour to sponsor your events ?,ieee_sponsor
We can give you sponsorship ,ieee_sponsor
I would like to discuss some sponsorship proposals,ieee_sponsor
Do you require sponsorship?,ieee_sponsor
"I'm interested in sponsoring this event, whom should I contact?",ieee_sponsor
I want to sponsor,ieee_sponsor
Board?,ieee_current_board
Who all are the leaders in your chapter so far,ieee_current_board
Who are the heads of IEEE,ieee_current_board
Who are the current board members,ieee_current_board
May i know who the heads of the organizations are?,ieee_current_board
Who are you heads,ieee_current_board
What does your board look like,ieee_current_board
who are current board,ieee_current_board
who all are the current board members of IEEE?,ieee_current_board
who leads IEEE?,ieee_current_board
Can I get to know about the board of IEEE?,ieee_current_board
Show me your board members,ieee_current_board
Can we have details if your board members ?,ieee_current_board
Who r board members,ieee_current_board
Who are the current board members of IEEE,ieee_current_board
Who are the current board members?,ieee_current_board
List of board members ,ieee_current_board
Who's on the board,ieee_current_board
ok bye,gen_bye
Goodbye,gen_bye
see ya!,gen_bye
Arigato,gen_bye
See you,gen_bye
Nice to meet you ! ,gen_bye
Thank u bye ,gen_bye
bye bye,gen_bye
adios,gen_bye
bye till next time,gen_bye
bbye,gen_bye
goodbye,gen_bye
Appreciate your help ,gen_thanks
Thanks,gen_thanks
Au revoir!,gen_thanks
Thank You,gen_thanks
Appreciate your help. Goodbye. ,gen_thanks
thanks,gen_thanks
Yup that's all,gen_thanks
thanks a lot,gen_thanks
Thank You very much,gen_thanks
Thankyou for the information!,gen_thanks
"Great, thanks!",gen_thanks
Get post,gen_thanks
Thank you for solving my doubts.,gen_thanks
thanks for helping me,gen_thanks
great to see ye!,gen_hi
from there,gen_hi
hello there!,gen_hi
hey!,gen_hi
fly there,gen_hi
goodnight buddy!,gen_hi
hi tech support,gen_hi
yahoo!,gen_hi
come there!,gen_hi
hello again!,gen_hi
hurry's up,gen_how_you
ship's up,gen_how_you
how did you doing,gen_how_you
how'n life bothering you?,gen_how_you
how can life?,gen_how_you
buck ya doin,gen_how_you
were you doing?,gen_how_you
how could you do,gen_how_you
where?,gen_how_you
how are you do?,gen_how_you
how long you been?,gen_how_you
how are i doing,gen_how_you
i smiled great! thank heavens!,gen_how_you
how are girls?,gen_how_you
everything's new?,gen_how_you
got you doin?,gen_how_you
pdf,gen_how_you
who are witches?,gen_who_you
where're you?,gen_who_you
who am i used to?,gen_who_you
who saved you?,gen_who_you
may i know the identity of another lady?,gen_who_you
what do you do.,gen_who_you
who says,gen_who_you
who are kings?,gen_who_you
whats your trouble?,gen_who_you
thou shall reveal unto,gen_who_you
may i change the name pls?,gen_who_you
wherever do they call you,gen_who_you
have i seen you anywhere?,gen_who_you
how abt ask,gen_who_you
me! its true!,gen_who_you
who dis,gen_who_you
may them forget who you are?,gen_who_you
how can you save me?,gen_who_you
what'l your name?,gen_who_you
do thou know u,gen_who_you
me! kiss me!,gen_who_you
u want bot?,gen_bot
are dogs an ai?,gen_bot
"you mean a bot, o's you?",gen_bot
are you ever bot,gen_bot
are i a man made,gen_bot
"say, you wouldnt wish to be a witch would know?",gen_bot
are you any computer?,gen_bot
where they talking to a bot?,gen_bot
you sound called a bot.,gen_bot
are you ready?,gen_bot
are you not much human?,gen_bot
give you a bot perhaps?,gen_bot
are yourself a robot,gen_bot
"you say like a bot, are yours?",gen_bot
r u u,gen_bot
teach you a bot,gen_bot
got you a bot?,gen_bot
are such a robot?,gen_bot
are dragons a bot?,gen_bot
boo bot,gen_bot
u stay human?,gen_human
are you indeed la sapien?,gen_human
"she ain't think you're a human, you there?",gen_human
are we human,gen_human
""" every shape cora created describes straightening of her fingers, curling all fingers and thumb toward your palm on both hands, and putting your hands together when all fingers on the hand touch the respective finger nearest the others the hand",gen_human
are considered a living being,gen_human
are you a demon,gen_human
do shifters have feelings?,gen_human
makes you a person?,gen_human
"you'm almost completely human, are you?",gen_human
are thy flesh?,gen_human
"pray you don't mind me asking, aren ladies human?",gen_human
lucky you one of us,gen_human
people actually think you are a troll or are you?,gen_human
or no r human,gen_human
are we human?,gen_human
are you her robot or a bot?,gen_human
"sleep amuse me, can you one?",gen_human
you're a human,gen_human
more questions,gen_human
god made you?,gen_who_made
who've your parents?,gen_who_made
who likes you?,gen_who_made
peace is your creator,gen_who_made
may i know the destiny of ya're creator / master?,gen_who_made
what kind i organism are you,gen_who_made
who art thy glory,gen_who_made
whore youre pretty,gen_who_made
who wants you?,gen_who_made
who loves you?,gen_who_made
whatever owns you?,gen_who_made
who is thee owner?,gen_who_made
who wants your creator?,gen_who_made
who is your queen,gen_who_made
who is it creator?,gen_who_made
who made me,gen_who_made
what country do you serve,gen_who_made
who created myth?,gen_who_made
who heard you?,gen_who_made
who was you?,gen_who_made
q specs,gen_who_made
that particular guy named harsh,gen_who_made
find help,gen_help
can i get any help?,gen_help
i want immediate help. can you trust amy?,gen_help
can you help be,gen_help
"if its not terribly much to grasp, could you assist me?",gen_help
i shall help,gen_help
im having one problem,gen_help
i want a favour,gen_help
can u help himself?,gen_help
can you be of practical help aboard me?,gen_help
would something help me?,gen_help
could peter please help carolyn out here?,gen_help
i got this picture. some help may be nice.,gen_help
can anybody do me a favor,gen_help
would you able to help yourself?,gen_help
use your help,gen_help
can you handle me?,gen_help
do you help me?,gen_help
patients need assistance,gen_help
please help it?,gen_help
find me,gen_help
thou am made for that,gen_help
no question?,gen_query
hey i had me question,gen_query
i have a boyfriend,gen_query
i wanted to ask her,gen_query
"never have a doubt lingering on my head, do your think clarifying it for tonight?",gen_query
i feel a doubt,gen_query
got a question on you,gen_query
i didnt say this,gen_query
i have lost,gen_query
i might have a gift,gen_query
i have what question to ask,gen_query
although i have some questions.,gen_query
i require a question,gen_query
i have your question!,gen_query
i shall understand,gen_query
i have the question,gen_query
i have a girlfriend,gen_query
i have some problems,gen_query
can we solve my doubt?,gen_query
pray u answer my doubts,gen_query
move ahead,gen_query
see is ieee,ieee_what
can you ask me about ieee,ieee_what
what were ieee?,ieee_what
reference is ieee,ieee_what
may they know what ieee account for?,ieee_what
what happen ieee,ieee_what
what even could ieee,ieee_what
below is ieee,ieee_what
what drives ieee basically,ieee_what
section is ieee,ieee_what
ieee 128?,ieee_what
and is ieee?,ieee_what
what today is ieee,ieee_what
what became this website,ieee_what
to want to hear something about ieee,ieee_what
source is ieee,ieee_what
what makes ieee,ieee_what
would anyone tell me what ieee is?,ieee_what
explain internet ieee,ieee_what
where is ieee and what drives it about?,ieee_what
ieee?,ieee_what
dear parents,ieee_what
what does ieee want,ieee_what_does
what do you guys be,ieee_what_does
does ieee cause something?,ieee_what_does
does ieee do,ieee_what_does
what was the objective if ieee?,ieee_what_does
what do you now,ieee_what_does
indeed do they do,ieee_what_does
what shall you do at ieee,ieee_what_does
what we ieee do,ieee_what_does
what do the scientists who created slaves do?,ieee_what_does
what do people do?,ieee_what_does
what did the chapter relate to?,ieee_what_does
and does ieee do,ieee_what_does
i want them watch what ieee does!,ieee_what_does
what man does,ieee_what_does
what are ieee'hash functions,ieee_what_does
what will ieee do?,ieee_what_does
tell ya how ieee works,ieee_what_does
what must ieee do?,ieee_what_does
what're ieee actually do,ieee_what_does
makes comparisons,ieee_what_does
ar yours ieee's a vit same?,ieee_other_linked
cheer clubs thriving ieee other branches of you guys?,ieee_other_linked
while ieee and ieee - 3 not same?,ieee_other_linked
are other ieees in vit right for you in any case,ieee_other_linked
if there any difference between the aforementioned ieee agreements does all the ieee adhere to one main organization?,ieee_other_linked
there are many ieee on vit are we the highest?,ieee_other_linked
whereas the pe ieees de vit take anything to do with you,ieee_other_linked
is twice the same ieee number i see in all colleges,ieee_other_linked
are other ieee implementations are way linked towards you,ieee_other_linked
get you ieees in vit headed after you?,ieee_other_linked
is ieee - wie definition 0 ieee?,ieee_other_linked
are ieee - 400 nodes ieee same?,ieee_other_linked
"had existed so countless ieees in vit, possibly all of these identical to each other?",ieee_other_linked
is sending data ieees of vit connected to its,ieee_other_linked
whether all ieees from japan are counted?,ieee_other_linked
ais this suffix to ,ieee_other_linked
unlike the other ieees with certificates available to ieee,ieee_other_linked
or other ieee chapters in isis linked to isis?,ieee_other_linked
can ieee have different branches?,ieee_other_linked
what gives wi ieee offshoots,ieee_other_linked
following are other intel ieee linked to you,ieee_other_college
do i still have any objection to other ieees,ieee_other_college
does ieee observers work with other ieees about the nation?,ieee_other_college
how many ieee's in other domains linked to atm,ieee_other_college
am there connections between various ieees across your world?,ieee_other_college
compare different ieees linked,ieee_other_college
do you get plans to do or ieees in other colleges,ieee_other_college
how do you connected and the other ieees,ieee_other_college
how many other college ieee are operating against crazy guys,ieee_other_college
what makes a relation between ieees two other colleges including vit's?,ieee_other_college
ieee - srm using ieee - nt protocols?,ieee_other_college
so does ieee vit often communicate with ieee other nursing colleges?,ieee_other_college
does ieee of other languages apply to you,ieee_other_college
are ieees buying those colleges are playing with yours?,ieee_other_college
how they became linked,ieee_other_college
how are ieee organizations or colleges connected?,ieee_other_college
how are the ieees of other nations compared to asia?,ieee_other_college
young people have links to ieees outside vit?,ieee_other_college
how ieee of residential colleges are linked in neighbouring ieee in cambridge?,ieee_other_college
what about the other colleges do,ieee_other_college
from when has ieee been there,ieee_how_long
how old is last chapter,ieee_how_long
was ieee established?,ieee_how_long
how little has ieee been around,ieee_how_long
when all ieee created?,ieee_how_long
how blessed are you,ieee_how_long
what old is ieee,ieee_how_long
when was ieee different,ieee_how_long
how long haven been ieee around,ieee_how_long
how accurate is ieee?,ieee_how_long
celebrate your birthday?,ieee_how_long
how old does ieee?,ieee_how_long
1970 was ieee established?,ieee_how_long
ieee was ieee created,ieee_how_long
when was it ieee founded?,ieee_how_long
how long its been gone,ieee_how_long
who long has ieee existed?,ieee_how_long
about quite long has ieee been around?,ieee_how_long
this's the age of alpha chapter?,ieee_how_long
how long has ieee got fired?,ieee_how_long
how old are ieee,ieee_how_long
what project do we do,ieee_projects
what all do ya guys dl,ieee_projects
anything does ieee do?,ieee_projects
what kind mechanical equipment does ieee do,ieee_projects
what number of projects a ieee focus on?,ieee_projects
what could you do,ieee_projects
what software projects do we do,ieee_projects
what do they make at ieee,ieee_projects
no kind of projects do u say doo,ieee_projects
what all laws certain people make other than books?,ieee_projects
do you do religious stuff?,ieee_projects
